Age,Income,SpendingScore,ZipCode,Country,IDNumber
65,95000,40.0,30003,UK,137335
70,75000,90.0,30003,Canada,133659
65,65000,100.0,40004,France,128348
40,85000,30.0,50005,Canada,121585
70,45000,30.0,30003,Canada,112779
60,75000,60.0,10001,Germany,111421
65,75000,90.0,10001,France,103685
70,85000,60.0,20002,Germany,108791
30,55000,40.0,50005,France,130651
35,75000,80.0,40004,Germany,114438
30,35000,30.0,40004,France,100682
30,75000,80.0,30003,Canada,101340
45,25000,90.0,10001,Germany,113221
40,65000,100.0,50005,USA,127013
35,45000,60.0,20002,France,115288
40,65000,100.0,50005,Canada,110806
65,75000,100.0,10001,USA,135202
30,85000,50.0,50005,France,134843
35,85000,60.0,20002,Canada,118523
25,55000,70.0,50005,France,118545
60,65000,20.0,40004,USA,136837
65,65000,60.0,20002,France,103413
70,65000,90.0,30003,Canada,105342
30,55000,80.0,20002,Canada,118380
30,85000,10.0,10001,USA,130510
65,85000,10.0,20002,UK,134684
60,25000,100.0,40004,USA,139874
25,35000,40.0,30003,Canada,137687
65,85000,70.0,30003,Canada,120620
50,45000,100.0,10001,USA,100878
40,95000,80.0,40004,Germany,106985
55,65000,70.0,20002,Canada,136796
45,85000,90.0,30003,USA,115045
30,95000,20.0,30003,UK,135421
40,95000,100.0,50005,USA,103173
25,75000,90.0,20002,Germany,125934
60,85000,20.0,20002,Germany,133078
25,55000,50.0,30003,USA,106001
50,85000,70.0,40004,Germany,133614
65,25000,10.0,20002,France,120388
45,75000,80.0,20002,Canada,121932
25,65000,50.0,30003,France,118899
60,65000,10.0,30003,Germany,100356
25,45000,50.0,40004,Germany,123357
40,25000,20.0,50005,UK,107783
70,65000,70.0,20002,France,114037
55,75000,50.0,30003,Germany,121081
45,85000,40.0,30003,Germany,124765
35,35000,30.0,10001,France,110010
45,75000,80.0,10001,UK,125132
35,35000,90.0,40004,UK,112919
25,75000,10.0,20002,Germany,102706
70,25000,40.0,10001,Germany,122831
70,95000,100.0,10001,Canada,132442
50,75000,50.0,40004,Canada,124098
70,55000,100.0,50005,USA,135925
40,85000,60.0,50005,Germany,120269
40,55000,100.0,50005,Germany,109680
65,75000,10.0,30003,France,116533
30,65000,30.0,10001,USA,102424
25,95000,100.0,30003,USA,128643
55,75000,50.0,50005,UK,129647
25,55000,100.0,50005,Germany,111049
45,25000,100.0,20002,USA,126924
25,65000,70.0,30003,Canada,108279
30,45000,20.0,10001,France,137047
70,95000,30.0,40004,USA,113146
25,55000,100.0,50005,UK,102972
25,45000,50.0,10001,USA,135885
50,25000,40.0,30003,France,115022
55,85000,80.0,10001,USA,120454
35,25000,50.0,10001,Canada,120188
25,25000,50.0,50005,Germany,134891
65,35000,70.0,40004,USA,105901
30,45000,10.0,10001,Canada,101675
55,85000,20.0,40004,France,128610
50,45000,100.0,20002,USA,138460
60,55000,70.0,10001,Germany,120921
60,95000,70.0,20002,USA,102374
35,45000,90.0,20002,USA,136428
70,45000,20.0,40004,France,102973
65,55000,40.0,30003,Canada,104078
30,95000,80.0,30003,Canada,109576
60,85000,40.0,50005,Germany,136049
35,75000,60.0,40004,USA,109477
55,45000,50.0,10001,USA,130258
60,85000,60.0,30003,Canada,111882
60,45000,10.0,30003,France,136655
35,85000,100.0,40004,UK,126870
65,95000,30.0,30003,Germany,106514
50,85000,50.0,10001,UK,112453
50,65000,20.0,30003,UK,101009
65,85000,10.0,40004,Canada,119941
45,65000,100.0,40004,Germany,110565
55,25000,40.0,20002,Canada,100630
30,25000,80.0,30003,USA,130704
30,25000,60.0,50005,UK,134964
25,65000,100.0,30003,France,118926
60,95000,70.0,20002,USA,101275
50,45000,50.0,50005,UK,128215
35,55000,90.0,50005,Canada,103029
55,35000,100.0,40004,Canada,137589
60,25000,80.0,10001,UK,112616
30,55000,60.0,40004,France,102632
30,55000,60.0,50005,France,129548
25,55000,80.0,40004,UK,139415
30,25000,30.0,10001,Germany,107170
35,65000,50.0,50005,UK,111126
60,95000,30.0,10001,Germany,129943
50,55000,80.0,40004,Germany,113206
25,55000,60.0,30003,France,108005
60,35000,40.0,40004,USA,121639
35,25000,30.0,10001,Canada,123189
35,65000,50.0,40004,Canada,120333
65,25000,90.0,50005,USA,103786
30,35000,40.0,10001,USA,131182
35,25000,60.0,20002,USA,122676
60,65000,60.0,50005,France,121839
35,35000,70.0,50005,USA,103416
55,75000,80.0,30003,Germany,124883
60,55000,20.0,40004,UK,121528
70,85000,30.0,40004,France,100876
65,65000,90.0,40004,USA,118874
50,55000,30.0,40004,Germany,134978
70,55000,20.0,30003,France,117838
45,65000,90.0,50005,UK,118251
70,45000,30.0,50005,USA,133085
55,65000,40.0,10001,Germany,128320
60,95000,60.0,10001,USA,106371
65,25000,70.0,20002,Germany,112871
50,75000,50.0,10001,UK,107919
55,75000,50.0,50005,France,106216
40,25000,60.0,10001,Germany,134412
50,25000,30.0,30003,USA,114025
65,25000,30.0,50005,UK,126790
45,35000,80.0,10001,France,112223
60,75000,20.0,50005,USA,121667
40,65000,70.0,50005,USA,127219
50,45000,10.0,30003,UK,129041
70,65000,10.0,10001,UK,101029
65,65000,40.0,40004,Canada,128526
30,75000,70.0,30003,USA,105164
30,35000,60.0,20002,Canada,116924
55,45000,70.0,20002,USA,135477
65,65000,100.0,10001,USA,137044
70,95000,80.0,10001,France,127122
55,25000,100.0,30003,France,125657
35,85000,80.0,10001,Germany,133248
50,55000,60.0,50005,UK,137113
55,85000,60.0,40004,France,129750
40,95000,50.0,40004,Germany,100678
25,45000,60.0,50005,USA,113438
25,65000,70.0,50005,France,104783
30,85000,20.0,20002,Germany,123003
70,85000,40.0,30003,UK,117828
40,55000,90.0,40004,Germany,104719
70,95000,100.0,20002,UK,132213
50,75000,80.0,30003,France,108432
65,95000,80.0,10001,Germany,138497
50,95000,60.0,10001,France,130665
50,45000,60.0,30003,UK,128106
55,65000,100.0,30003,France,139362
70,85000,50.0,20002,France,129883
55,95000,80.0,10001,Germany,134280
65,35000,20.0,50005,UK,134216
35,55000,100.0,30003,UK,133519
55,65000,40.0,30003,UK,134909
25,95000,20.0,40004,Germany,127035
60,85000,60.0,50005,France,109825
55,55000,100.0,50005,USA,121259
70,55000,80.0,20002,UK,129348
30,75000,90.0,20002,Canada,100391
25,35000,80.0,50005,UK,102146
45,75000,10.0,40004,UK,112106
50,55000,10.0,40004,Germany,106151
45,85000,30.0,50005,UK,101612
55,75000,50.0,10001,Germany,100367
40,85000,80.0,50005,UK,106994
65,45000,60.0,40004,Canada,125054
45,75000,100.0,30003,France,100245
55,95000,100.0,50005,Canada,126340
50,55000,90.0,20002,USA,134779
30,45000,40.0,40004,Canada,118889
45,75000,90.0,30003,UK,128736
35,85000,30.0,20002,Canada,131950
25,95000,30.0,20002,UK,136274
65,25000,60.0,20002,USA,109554
60,45000,100.0,50005,Germany,111299
35,25000,10.0,40004,France,138334
65,95000,60.0,40004,USA,131450
50,95000,20.0,30003,France,121625
40,95000,100.0,20002,Canada,106071
35,95000,100.0,40004,France,122302
55,35000,30.0,20002,Canada,102262
30,55000,50.0,20002,Canada,100635
65,65000,40.0,30003,France,111993
60,35000,30.0,20002,France,119187
35,45000,50.0,50005,Germany,138484
30,25000,10.0,30003,France,139087
25,95000,60.0,40004,Germany,106233
65,25000,90.0,10001,Canada,118364
40,65000,80.0,10001,France,112065
25,25000,40.0,10001,Canada,115509
50,75000,40.0,20002,UK,114041
25,75000,10.0,30003,Germany,107326
70,55000,30.0,20002,Canada,102224
70,85000,20.0,10001,USA,135965
45,55000,50.0,30003,France,121166
35,65000,50.0,10001,Germany,137053
70,65000,30.0,10001,France,129545
40,65000,90.0,10001,France,123560
30,65000,90.0,20002,Canada,110471
65,95000,100.0,10001,USA,113127
55,55000,20.0,50005,France,126645
25,45000,50.0,20002,Canada,103002
35,75000,50.0,50005,France,116528
30,25000,80.0,20002,Germany,118415
25,35000,70.0,30003,Canada,129631
70,35000,100.0,20002,France,138933
45,95000,100.0,30003,Canada,118541
65,55000,60.0,50005,Germany,118869
25,85000,50.0,50005,France,116127
30,25000,90.0,50005,France,121264
30,85000,50.0,30003,USA,111116
40,95000,100.0,40004,Germany,113012
60,95000,70.0,40004,Germany,131150
50,25000,80.0,50005,Canada,110770
25,75000,90.0,20002,Germany,120167
55,65000,20.0,40004,Canada,100641
35,35000,50.0,40004,UK,109415
70,75000,80.0,30003,France,101405
40,25000,100.0,10001,France,124009
25,35000,100.0,30003,Germany,104958
65,25000,40.0,30003,Canada,111497
40,75000,20.0,40004,USA,123268
25,45000,40.0,10001,Canada,106715
60,45000,70.0,50005,France,126195
65,75000,80.0,40004,Germany,122199
60,35000,100.0,40004,France,105427
70,35000,30.0,30003,UK,115330
70,25000,60.0,30003,Germany,109021
35,75000,30.0,40004,USA,138214
45,65000,60.0,30003,France,124905
65,95000,30.0,40004,France,131739
45,95000,10.0,30003,Germany,132781
65,45000,10.0,40004,UK,131914
50,25000,40.0,40004,Germany,104527
25,55000,30.0,30003,UK,106607
40,35000,70.0,40004,Germany,117466
55,85000,10.0,30003,Canada,123687
65,85000,90.0,10001,Germany,136091
55,45000,40.0,40004,Germany,134301
60,65000,30.0,20002,France,123758
30,45000,60.0,30003,France,107537
70,45000,10.0,30003,France,106306
45,95000,80.0,50005,UK,139107
35,65000,80.0,30003,USA,136897
50,45000,40.0,50005,Germany,128524
65,55000,10.0,50005,Canada,118223
50,55000,60.0,20002,Canada,132033
40,85000,60.0,50005,France,101634
70,25000,30.0,30003,France,135980
35,45000,60.0,10001,France,126509
35,55000,10.0,20002,UK,126555
60,75000,10.0,40004,France,109476
45,85000,50.0,50005,USA,112802
45,45000,80.0,10001,USA,129452
65,45000,80.0,30003,UK,135829
40,55000,30.0,20002,France,118074
55,35000,70.0,10001,France,110498
65,55000,50.0,50005,UK,111648
70,95000,50.0,50005,France,101667
25,65000,40.0,50005,Canada,118624
60,75000,50.0,30003,Germany,100610
70,55000,90.0,30003,Germany,121391
70,55000,60.0,10001,UK,109257
65,95000,40.0,40004,France,116617
50,95000,60.0,10001,USA,115560
65,95000,100.0,20002,USA,137945
30,95000,70.0,50005,France,137055
55,25000,20.0,50005,USA,119065
35,55000,90.0,40004,Germany,105478
40,25000,40.0,50005,France,111283
55,35000,40.0,50005,France,135509
50,95000,10.0,40004,UK,107514
25,25000,10.0,20002,UK,105007
50,45000,100.0,20002,USA,127949
70,65000,90.0,30003,Germany,109247
50,65000,100.0,20002,Canada,125413
40,85000,90.0,50005,Germany,112238
50,85000,50.0,20002,France,139008
25,65000,70.0,10001,France,131867
70,65000,60.0,30003,Germany,112734
65,45000,50.0,20002,Germany,106403
35,95000,20.0,10001,USA,126019
45,25000,100.0,50005,UK,115011
25,75000,90.0,20002,Canada,128028
25,85000,20.0,20002,France,132771
60,75000,50.0,10001,France,127569
25,45000,20.0,40004,France,118647
40,95000,100.0,20002,France,125091
65,85000,30.0,50005,USA,129160
55,45000,20.0,40004,Germany,125070
60,65000,100.0,10001,France,111935
45,75000,50.0,20002,France,116650
55,65000,60.0,50005,UK,139500
45,75000,30.0,40004,UK,126300
50,35000,20.0,30003,Canada,127608
60,65000,70.0,30003,France,109885
55,55000,80.0,10001,France,132497
55,75000,60.0,10001,Germany,100265
65,95000,80.0,20002,Canada,129984
30,55000,30.0,40004,Canada,132775
70,25000,100.0,30003,Canada,105187
65,95000,80.0,40004,Canada,129980
55,95000,40.0,40004,USA,118641
25,65000,30.0,50005,Germany,120770
25,35000,100.0,30003,France,116272
40,55000,70.0,20002,Canada,115396
70,75000,20.0,30003,UK,113602
45,95000,20.0,10001,Germany,107853
70,95000,100.0,30003,UK,128016
35,85000,80.0,20002,Canada,118172
25,35000,60.0,10001,USA,127864
55,45000,40.0,30003,USA,118957
30,65000,20.0,10001,Canada,115138
50,95000,80.0,50005,Germany,135465
25,55000,20.0,30003,Germany,113220
35,45000,60.0,20002,Germany,113327
60,85000,20.0,30003,UK,119711
65,45000,30.0,30003,UK,109626
30,35000,50.0,20002,Canada,126436
60,35000,40.0,50005,Germany,109545
45,95000,60.0,40004,France,139802
70,95000,10.0,30003,UK,106271
35,25000,40.0,40004,Germany,103984
25,95000,70.0,20002,France,119531
50,85000,80.0,20002,USA,112194
50,75000,100.0,30003,USA,135229
40,85000,60.0,10001,USA,137953
65,65000,80.0,40004,France,108421
40,55000,20.0,30003,Germany,127040
70,65000,80.0,20002,UK,130041
45,85000,100.0,10001,Canada,133277
35,75000,100.0,30003,Canada,127849
40,35000,90.0,40004,USA,101315
25,55000,50.0,20002,USA,103643
60,35000,100.0,10001,France,116806
25,65000,90.0,10001,USA,105019
35,95000,20.0,50005,Canada,105633
30,35000,90.0,20002,USA,123872
45,35000,40.0,30003,Canada,100098
45,25000,50.0,40004,France,100771
65,95000,30.0,40004,UK,122193
60,45000,50.0,10001,USA,108946
45,75000,10.0,40004,UK,132647
35,25000,60.0,50005,USA,133088
50,95000,60.0,20002,USA,108538
60,65000,70.0,30003,Canada,116507
55,75000,30.0,10001,Germany,100718
65,65000,70.0,50005,France,114477
30,75000,100.0,10001,Germany,128841
45,85000,50.0,50005,UK,113696
65,35000,50.0,50005,UK,121660
55,85000,60.0,50005,Canada,105485
40,75000,100.0,50005,UK,103607
50,65000,10.0,10001,Germany,122693
25,65000,90.0,50005,Germany,124812
65,85000,50.0,40004,Germany,111201
50,45000,80.0,50005,USA,136663
45,95000,20.0,30003,France,106875
30,25000,20.0,20002,UK,123875
50,85000,10.0,10001,USA,120285
70,55000,30.0,10001,France,137408
30,55000,70.0,10001,Canada,105536
70,65000,60.0,40004,USA,102084
55,95000,60.0,40004,UK,115385
70,95000,30.0,40004,UK,124710
55,35000,30.0,30003,Germany,115540
25,75000,80.0,30003,USA,136366
50,25000,40.0,50005,UK,129430
45,55000,20.0,20002,Germany,119486
55,75000,70.0,50005,USA,108536
30,45000,80.0,10001,USA,116473
25,75000,20.0,20002,USA,132001
40,75000,10.0,50005,France,128143
30,25000,50.0,40004,USA,109658
50,75000,70.0,10001,France,117321
70,35000,60.0,40004,Canada,129449
60,55000,60.0,20002,Canada,100679
65,45000,30.0,40004,Canada,134869
50,45000,10.0,30003,UK,114512
65,55000,100.0,40004,UK,124548
35,85000,30.0,30003,Germany,111730
45,95000,40.0,30003,Germany,122510
45,75000,50.0,30003,Canada,134460
35,35000,20.0,50005,USA,104056
40,75000,70.0,30003,Germany,120550
35,75000,90.0,40004,Germany,103538
45,35000,90.0,30003,Germany,134851
35,25000,60.0,40004,France,121059
40,65000,50.0,20002,France,104663
65,75000,100.0,50005,UK,116288
65,45000,30.0,30003,Canada,111202
40,25000,40.0,10001,UK,116822
30,65000,30.0,10001,UK,135681
40,75000,20.0,20002,Germany,118018
30,25000,70.0,10001,Germany,130009
30,95000,80.0,20002,Canada,116275
35,35000,40.0,20002,Germany,139225
55,45000,10.0,20002,Canada,122719
50,95000,50.0,20002,USA,127907
25,25000,100.0,30003,UK,114242
65,35000,50.0,40004,UK,130338
60,45000,60.0,30003,USA,128809
50,75000,60.0,20002,France,134795
60,65000,100.0,50005,UK,124084
60,35000,100.0,30003,USA,100752
65,85000,60.0,40004,UK,132272
50,75000,100.0,40004,UK,130727
25,35000,80.0,40004,USA,115222
55,75000,10.0,40004,UK,138509
50,65000,30.0,10001,Canada,139116
55,35000,50.0,30003,Canada,102770
40,45000,50.0,40004,Germany,100453
45,65000,100.0,50005,UK,127618
45,75000,30.0,10001,Germany,109731
60,55000,80.0,30003,UK,139827
70,55000,20.0,20002,France,107555
65,55000,10.0,40004,UK,107829
45,55000,40.0,50005,UK,131706
60,75000,80.0,10001,UK,134639
55,55000,30.0,10001,Canada,104365
45,35000,10.0,50005,France,107059
65,65000,80.0,30003,USA,138349
30,65000,20.0,30003,France,100723
60,85000,20.0,50005,Germany,128782
70,75000,80.0,40004,UK,102268
40,75000,100.0,40004,France,111670
70,95000,70.0,40004,UK,139096
70,75000,90.0,40004,Germany,118616
55,95000,20.0,30003,Germany,107018
70,95000,90.0,40004,Germany,106453
65,45000,90.0,40004,UK,106937
25,85000,100.0,30003,USA,105858
55,55000,100.0,10001,USA,136036
25,85000,30.0,40004,France,134984
35,55000,100.0,30003,UK,121054
40,25000,30.0,20002,USA,118579
45,75000,90.0,40004,UK,135238
65,85000,90.0,10001,Canada,121076
25,95000,60.0,30003,Germany,103809
55,95000,50.0,20002,USA,112362
65,55000,100.0,50005,UK,115287
50,25000,30.0,10001,UK,137070
50,55000,90.0,10001,Germany,126414
25,55000,90.0,40004,Germany,135974
50,65000,60.0,50005,UK,120674
70,25000,90.0,10001,France,127504
40,95000,70.0,40004,UK,133240
55,85000,80.0,40004,Germany,106037
65,25000,60.0,10001,Canada,110711
70,25000,90.0,30003,USA,110285
30,55000,90.0,20002,USA,103430
65,85000,100.0,20002,Canada,107958
65,95000,60.0,50005,France,106117
60,75000,30.0,40004,Germany,139372
50,65000,20.0,30003,USA,111207
70,65000,80.0,50005,France,115394
65,65000,100.0,20002,France,124627
55,75000,90.0,10001,Germany,129347
60,85000,70.0,20002,Canada,139502
55,85000,40.0,10001,France,113255
70,95000,20.0,50005,Canada,138024
65,95000,60.0,40004,USA,136248
50,85000,30.0,50005,Canada,138703
55,35000,30.0,10001,Germany,124275
25,25000,20.0,10001,USA,126818
60,45000,40.0,30003,France,127334
45,35000,70.0,50005,Canada,103284
40,75000,90.0,40004,UK,135881
60,55000,70.0,40004,UK,115516
70,25000,10.0,20002,USA,135886
60,85000,70.0,40004,France,135707
50,85000,30.0,20002,Canada,135662
50,65000,30.0,10001,Canada,107000
65,35000,90.0,50005,USA,103652
25,65000,10.0,40004,USA,126038
25,85000,40.0,30003,UK,135761
40,75000,20.0,50005,France,138784
65,25000,100.0,20002,Germany,110980
70,65000,80.0,10001,USA,130302
65,25000,10.0,10001,USA,125896
30,25000,40.0,30003,USA,107252
50,75000,100.0,50005,Canada,110093
55,45000,80.0,20002,USA,105214
30,85000,10.0,40004,UK,124650
45,85000,90.0,50005,UK,113666
55,75000,40.0,40004,Canada,107576
60,35000,60.0,10001,Canada,104982
55,35000,70.0,20002,Germany,112327
55,85000,80.0,30003,Germany,136120
35,55000,60.0,40004,France,131519
40,35000,40.0,30003,USA,114017
70,25000,50.0,20002,Canada,111806
65,55000,60.0,40004,Canada,119656
25,65000,40.0,40004,Germany,101963
30,65000,60.0,50005,USA,130225
65,95000,70.0,10001,Germany,105200
55,45000,60.0,40004,UK,122552
55,65000,80.0,30003,Canada,135245
35,45000,50.0,40004,France,113550
70,75000,30.0,30003,UK,127382
70,65000,50.0,10001,France,129324
50,45000,70.0,50005,UK,126556
70,45000,30.0,40004,USA,128564
40,85000,80.0,40004,Canada,100655
35,55000,60.0,30003,Canada,120183
65,55000,60.0,30003,Germany,125421
40,25000,10.0,30003,France,132875
25,35000,30.0,30003,USA,131193
40,65000,70.0,40004,France,117124
30,75000,10.0,30003,USA,113674
30,65000,10.0,40004,Canada,123901
40,35000,70.0,10001,Germany,131591
60,55000,100.0,50005,France,137140
30,95000,10.0,30003,Germany,137045
55,95000,40.0,50005,USA,133514
40,65000,30.0,20002,Germany,113249
25,45000,30.0,40004,UK,135777
40,95000,90.0,30003,Canada,113893
70,45000,70.0,20002,USA,113703
35,65000,70.0,50005,Canada,119366
25,85000,10.0,10001,Germany,117230
25,75000,20.0,10001,France,126426
35,75000,10.0,40004,Germany,113990
40,25000,10.0,40004,Germany,125425
65,65000,80.0,50005,USA,134020
50,45000,90.0,40004,Canada,123732
40,65000,40.0,50005,UK,118242
70,35000,90.0,50005,France,109919
45,25000,90.0,50005,UK,138638
55,55000,70.0,20002,Canada,133347
35,55000,40.0,10001,USA,131732
65,35000,30.0,10001,Canada,131425
50,35000,70.0,10001,Germany,134853
50,65000,70.0,30003,USA,117596
35,85000,30.0,30003,Canada,137552
35,25000,70.0,30003,France,138838
25,65000,100.0,30003,Canada,124356
60,65000,20.0,10001,Germany,122866
70,35000,90.0,30003,USA,119127
65,85000,10.0,50005,USA,125701
25,45000,30.0,20002,Canada,139204
60,35000,10.0,20002,France,137351
65,45000,80.0,10001,France,115950
55,55000,80.0,30003,UK,119532
25,35000,90.0,40004,Germany,102728
70,85000,50.0,20002,Canada,132555
55,65000,70.0,40004,Canada,131782
45,25000,20.0,30003,Germany,107235
30,65000,40.0,50005,UK,131796
55,95000,100.0,30003,Canada,104102
35,85000,100.0,30003,France,137908
50,65000,20.0,40004,USA,104067
65,75000,30.0,40004,Germany,129234
30,75000,40.0,50005,Canada,117739
50,55000,50.0,30003,UK,136553
45,65000,40.0,30003,Canada,104737
65,25000,40.0,40004,UK,118745
55,25000,100.0,20002,UK,133120
50,85000,30.0,10001,USA,102098
45,55000,80.0,20002,France,107112
30,45000,30.0,50005,Canada,135444
35,25000,20.0,40004,France,124360
25,55000,100.0,20002,UK,123101
35,85000,90.0,30003,Germany,133205
70,65000,30.0,40004,France,123367
25,25000,90.0,30003,Canada,125041
35,75000,30.0,50005,USA,100398
40,55000,60.0,40004,France,109239
70,35000,30.0,30003,UK,128860
65,25000,90.0,20002,Germany,113599
40,85000,60.0,50005,Germany,108874
70,95000,30.0,50005,UK,135074
30,85000,60.0,10001,France,116715
30,65000,10.0,40004,Germany,118819
55,95000,100.0,20002,USA,116610
55,85000,50.0,10001,Germany,132382
35,55000,90.0,10001,Germany,122243
40,75000,100.0,30003,Germany,135125
45,55000,90.0,50005,France,128233
60,55000,100.0,10001,Canada,138996
35,95000,10.0,10001,USA,138193
60,35000,40.0,30003,Canada,108724
70,65000,80.0,20002,France,131084
30,55000,60.0,30003,UK,116066
60,95000,80.0,40004,Canada,120899
35,35000,30.0,50005,France,132322
50,35000,100.0,30003,France,104590
35,95000,100.0,10001,UK,134499
70,75000,70.0,40004,Canada,122821
60,65000,100.0,50005,France,119164
65,55000,100.0,20002,UK,110699
60,85000,50.0,40004,Germany,110787
60,85000,10.0,20002,Canada,101575
40,55000,100.0,10001,Canada,111374
25,75000,60.0,10001,France,134897
50,75000,70.0,10001,USA,124096
30,85000,90.0,40004,France,110840
25,85000,70.0,10001,Germany,117900
70,35000,40.0,50005,USA,118328
40,85000,100.0,50005,Canada,132453
60,75000,50.0,40004,UK,109916
35,55000,50.0,30003,Germany,136083
65,55000,10.0,40004,USA,129408
50,85000,50.0,50005,Germany,119192
25,25000,10.0,40004,France,125698
60,35000,10.0,10001,France,104569
65,55000,100.0,10001,USA,126497
50,45000,90.0,10001,UK,100492
70,55000,60.0,10001,Germany,124998
30,35000,70.0,50005,Canada,110845
45,25000,100.0,50005,Germany,128658
35,25000,60.0,40004,USA,121945
40,45000,50.0,10001,France,118844
25,95000,30.0,30003,UK,102725
65,65000,100.0,30003,USA,111389
65,45000,60.0,30003,France,135200
40,55000,10.0,20002,USA,136505
40,95000,20.0,50005,Canada,132558
40,25000,90.0,30003,Canada,114602
50,55000,20.0,10001,Germany,105642
65,85000,20.0,20002,Canada,126070
60,75000,30.0,40004,Canada,134568
35,35000,30.0,40004,UK,138654
35,45000,90.0,40004,UK,118972
70,25000,50.0,50005,Canada,115279
60,45000,10.0,20002,Germany,122844
40,95000,80.0,40004,France,127978
55,55000,50.0,40004,Germany,132072
60,25000,60.0,20002,Germany,130421
40,75000,50.0,30003,USA,102358
25,95000,40.0,40004,USA,136304
50,65000,50.0,10001,France,136154
60,85000,20.0,50005,Canada,136658
30,55000,100.0,50005,Germany,124191
60,95000,80.0,40004,Germany,117903
50,85000,50.0,10001,UK,102334
40,65000,90.0,30003,France,127491
35,35000,40.0,10001,Germany,112069
30,25000,90.0,50005,France,135156
70,95000,90.0,50005,USA,100385
35,45000,30.0,10001,Canada,102272
25,65000,40.0,20002,USA,102393
40,25000,90.0,10001,USA,101668
30,25000,10.0,20002,UK,132041
55,95000,70.0,30003,Canada,130734
65,25000,70.0,40004,UK,117565
65,45000,70.0,40004,France,105715
55,45000,50.0,10001,France,111337
40,65000,20.0,10001,USA,109097
50,25000,10.0,30003,Canada,104741
70,95000,60.0,30003,France,123801
65,65000,30.0,50005,USA,119468
55,65000,10.0,40004,Germany,128684
25,45000,20.0,40004,Canada,136085
70,55000,60.0,30003,UK,116601
35,85000,100.0,50005,Canada,135020
50,75000,90.0,50005,UK,114411
30,55000,80.0,50005,USA,137165
70,95000,40.0,40004,Germany,123752
40,95000,30.0,50005,Canada,106400
25,85000,20.0,10001,USA,109395
60,65000,60.0,10001,Canada,122541
45,95000,100.0,20002,Germany,130652
55,45000,60.0,30003,Germany,117380
30,35000,20.0,50005,UK,115738
40,45000,50.0,30003,France,127773
50,45000,90.0,40004,UK,101636
45,85000,100.0,40004,France,110753
70,25000,30.0,20002,Germany,127969
40,65000,50.0,30003,Germany,102644
50,25000,70.0,30003,UK,127422
65,75000,40.0,40004,France,121268
50,85000,100.0,40004,France,135320
45,75000,80.0,30003,Germany,112720
25,65000,30.0,50005,USA,135324
30,35000,80.0,20002,Canada,134258
45,35000,90.0,40004,France,116483
50,85000,60.0,10001,USA,137679
45,85000,60.0,50005,UK,131153
40,75000,60.0,10001,UK,133995
25,35000,100.0,10001,USA,133501
30,25000,60.0,50005,USA,121452
70,25000,100.0,20002,UK,129995
45,65000,80.0,20002,Germany,133199
35,75000,80.0,30003,France,123564
50,65000,90.0,50005,France,103541
65,55000,30.0,20002,UK,120305
50,75000,70.0,30003,UK,111939
70,85000,90.0,20002,France,120348
35,75000,20.0,10001,Germany,134207
40,55000,30.0,10001,Germany,139349
30,25000,50.0,50005,Germany,111539
30,55000,20.0,50005,Canada,139173
70,25000,80.0,20002,France,107166
40,55000,30.0,10001,USA,122370
70,65000,80.0,40004,Germany,111765
25,85000,100.0,30003,UK,123837
25,95000,100.0,10001,Germany,107955
35,65000,20.0,50005,Germany,102554
30,25000,30.0,10001,France,111359
45,45000,20.0,40004,USA,117476
35,95000,60.0,10001,France,133204
35,85000,50.0,40004,UK,131267
30,25000,80.0,20002,France,104160
50,95000,20.0,20002,UK,136345
25,55000,80.0,30003,Canada,122188
40,45000,20.0,50005,Germany,113115
35,75000,20.0,30003,USA,107909
35,65000,100.0,40004,UK,132650
50,65000,100.0,10001,Canada,103036
65,35000,90.0,50005,Canada,135307
65,35000,80.0,30003,France,115087
35,85000,40.0,30003,Germany,126440
60,55000,80.0,30003,Canada,127908
70,85000,10.0,30003,Germany,120203
70,35000,20.0,40004,USA,138962
65,45000,10.0,50005,Canada,107138
50,25000,100.0,30003,France,124963
55,95000,20.0,30003,France,124100
65,55000,50.0,30003,Germany,136969
25,75000,50.0,20002,Germany,104819
65,45000,80.0,50005,UK,112452
50,25000,40.0,40004,USA,112970
25,55000,40.0,30003,UK,133764
30,95000,40.0,10001,Germany,113853
55,45000,70.0,20002,USA,131604
65,95000,20.0,10001,Canada,102249
25,65000,90.0,50005,USA,100060
70,75000,40.0,40004,France,133067
45,45000,100.0,20002,USA,126514
30,65000,90.0,40004,UK,118928
70,75000,10.0,20002,Germany,131065
35,65000,60.0,20002,Canada,138454
60,55000,70.0,20002,USA,126126
70,25000,80.0,20002,UK,126862
25,65000,30.0,20002,USA,121419
60,25000,20.0,20002,France,125676
35,45000,30.0,10001,USA,128763
55,95000,10.0,10001,Canada,135661
65,95000,10.0,50005,USA,134461
65,25000,50.0,30003,Germany,126685
50,55000,50.0,30003,USA,133536
60,95000,60.0,30003,France,105072
25,35000,10.0,40004,France,100301
45,75000,50.0,30003,Canada,131238
35,45000,100.0,10001,UK,108860
50,25000,10.0,20002,USA,117139
60,35000,90.0,40004,USA,129932
30,45000,90.0,40004,Germany,138570
65,25000,10.0,50005,France,113471
55,45000,60.0,30003,USA,117887
50,65000,80.0,20002,France,117691
35,55000,90.0,10001,UK,121882
60,85000,50.0,40004,France,130705
60,95000,80.0,30003,Canada,107841
